2024-03-01,168.680
2024-03-02,152.150
2024-03-03,191.000
2024-03-04,137.320
2024-03-05,184.540
2024-03-06,162.290
2024-03-07,185.100
2024-03-08,151.190
2024-03-09,118.530
2024-03-10,176.060
2024-03-11,202.450
2024-03-12,224.950
2024-03-13,198.300
2024-03-14,246.610
2024-03-15,202.690
2024-03-16,240.530
2024-03-17,215.020
2024-03-18,244.210
2024-03-19,233.680
2024-03-20,212.990
2024-03-21,247.410
2024-03-22,271.140
2024-03-23,195.880
2024-03-24,1133.140
2024-03-25,2514.220
2024-03-26,2357.750
2024-03-27,1617.770
2024-03-28,653.300
2024-03-29,1945.270
2024-03-30,2309.360
2024-03-31,1282.950
2024-03-01,203.640
2024-03-02,2238.210
2024-03-03,2685.380
2024-03-04,2063.860
2024-03-05,968.660
2024-03-06,773.010
2024-03-07,330.990
2024-03-08,2856.120
2024-03-09,3803.030
2024-03-10,1244.200
2024-03-11,978.420
2024-03-12,324.560
2024-03-13,213.680
2024-03-14,2616.530
2024-03-15,2100.510
2024-03-16,1442.340
2024-03-17,3097.560
2024-03-18,1478.320
2024-03-19,1946.960
2024-03-20,3338.750
2024-03-21,2138.040
2024-03-22,2796.260
2024-03-23,1649.980
2024-03-24,1608.020
2024-03-25,1547.330
2024-03-26,2396.780
2024-03-27,2729.780
2024-03-28,1269.750
2024-03-29,1521.220
2024-03-30,2099.160
2024-03-31,2355.160
