2024-02-01,55.360
2024-02-02,92.130
2024-02-03,120.540
2024-02-04,102.590
2024-02-05,80.360
2024-02-06,111.360
2024-02-07,110.070
2024-02-08,116.500
2024-02-09,125.260
2024-02-10,139.250
2024-02-11,86.730
2024-02-12,123.930
2024-02-13,107.110
2024-02-14,149.110
2024-02-15,120.580
2024-02-16,78.130
2024-02-17,103.750
2024-02-18,146.680
2024-02-19,110.850
2024-02-20,157.120
2024-02-21,139.210
2024-02-22,128.980
2024-02-23,91.670
2024-02-24,157.580
2024-02-25,90.800
2024-02-26,187.870
2024-02-27,187.130
2024-02-28,58.450
2024-02-29,148.410
2024-02-01,480.690
2024-02-02,513.950
2024-02-03,1063.530
2024-02-04,858.660
2024-02-05,2094.230
2024-02-06,1721.260
2024-02-07,1323.590
2024-02-08,187.950
2024-02-09,191.530
2024-02-10,205.640
2024-02-11,103.160
2024-02-12,207.330
2024-02-13,345.710
2024-02-14,1077.870
2024-02-15,1551.640
2024-02-16,768.630
2024-02-17,2112.830
2024-02-18,1932.370
2024-02-19,1058.840
2024-02-20,402.240
2024-02-21,1719.310
2024-02-22,869.820
2024-02-23,789.040
2024-02-24,1346.360
2024-02-25,2501.550
2024-02-26,2448.670
2024-02-27,1701.450
2024-02-28,61.220
2024-02-29,176.540
